<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,2.25@@2.25,32762123264.0,151936.0,40960.0,✓,✗,47.98 ± 1.29 / 63.46 ± 1.10@@47.98,59.26 ± 1.92 / 39.62 ± 2.66@@59.26,31.16 ± 1.42 / 62.56 ± 1.74@@31.16,58.62 ± 1.64 / 31.75 ± 1.64@@58.62,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/bullerwins/Magistral-Small-2506-fp8'>bullerwins/Magistral-Small-2506-fp8</a>,🧠,2.27@@2.27,23575680000.0,131072.0,32768.0,✓,✗,47.54 ± 1.74 / 63.49 ± 1.72@@47.54,67.46 ± 1.96 / 52.70 ± 5.11@@67.46,21.24 ± 1.35 / 58.07 ± 1.69@@21.24,59.70 ± 2.45 / 33.59 ± 1.68@@59.70,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-SFT'>LumiOpen/Llama-Poro-2-70B-SFT</a>,📝,2.27@@2.27,70553706496.0,128256.0,8192.0,✓,✗,51.54 ± 1.52 / 66.97 ± 1.04@@51.54,68.95 ± 0.71 / 47.83 ± 4.75@@68.95,19.02 ± 0.85 / 57.67 ± 1.01@@19.02,58.19 ± 1.68 / 30.94 ± 1.54@@58.19,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100
<a href='https://hf.co/mideind/IceBERT-xlmr-ic3'>mideind/IceBERT-xlmr-ic3</a>,🔍,2.30@@2.30,278545702.0,250002.0,514.0,✓,✗,47.38 ± 1.69 / 62.19 ± 1.93@@47.38,79.11 ± 0.95 / 80.10 ± 0.98@@79.11,34.66 ± 8.12 / 61.78 ± 6.42@@34.66,33.59 ± 1.87 / 7.50 ± 0.88@@33.59,15.9.0.dev0@@150900,15.9.0.dev0@@150900,15.9.0.dev0@@150900,15.9.0.dev0@@150900
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,2.31@@2.31,72706203648.0,152064.0,32768.0,✓,✗,47.72 ± 1.58 / 64.00 ± 1.39@@47.72,68.54 ± 1.33 / 42.62 ± 3.69@@68.54,22.98 ± 1.57 / 61.08 ± 0.91@@22.98,55.63 ± 0.93 / 26.72 ± 1.78@@55.63,14.0.4@@140004,14.0.4@@140004,14.0.4@@140004,14.0.4@@140004
<a href='https://hf.co/Qwen/Qwen3-235B-A22B'>Qwen/Qwen3-235B-A22B</a>,🤔,2.32@@2.32,235093634560.0,151936.0,40960.0,✓,✗,48.10 ± 1.48 / 62.62 ± 1.29@@48.10,68.41 ± 1.64 / 48.66 ± 3.02@@68.41,28.21 ± 1.28 / 63.26 ± 0.61@@28.21,51.42 ± 1.14 / 28.02 ± 0.94@@51.42,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/meta-llama/Llama-3.1-70B-Instruct'>meta-llama/Llama-3.1-70B-Instruct</a>,📝,2.33@@2.33,70553706496.0,128256.0,131072.0,✓,✗,51.06 ± 1.17 / 63.43 ± 1.02@@51.06,69.45 ± 2.23 / 43.16 ± 4.53@@69.45,19.39 ± 1.49 / 56.31 ± 0.98@@19.39,56.29 ± 1.87 / 30.79 ± 1.22@@56.29,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,2.34@@2.34,561192082.0,250002.0,512.0,✓,✗,48.67 ± 1.51 / 64.11 ± 1.04@@48.67,82.83 ± 1.09 / 83.16 ± 1.02@@82.83,11.10 ± 8.86 / 48.32 ± 8.31@@11.10,55.29 ± 1.30 / 15.72 ± 1.39@@55.29,16.9.0.dev0@@160900,<9.2.0@@0,16.9.0.dev0@@160900,<9.2.0@@0
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,2.34@@2.34,32759790592.0,151665.0,131072.0,✓,✗,44.81 ± 1.19 / 61.39 ± 1.09@@44.81,67.94 ± 2.50 / 47.78 ± 5.07@@67.94,22.46 ± 1.67 / 59.93 ± 1.15@@22.46,56.79 ± 1.93 / 29.43 ± 1.17@@56.79,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-lite-001'>gemini/gemini-2.0-flash-lite-001 (zero-shot, val)</a>",📝,2.35@@2.35,?,256128.0,1048576.0,✓,✗,58.26 ± 3.39 / 68.17 ± 2.74@@58.26,37.58 ± 1.84 / 20.31 ± 0.74@@37.58,37.58 ± 3.86 / 67.09 ± 1.89@@37.58,49.10 ± 1.25 / 22.50 ± 1.26@@49.10,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/NovaSky-AI/Sky-T1-32B-Preview'>NovaSky-AI/Sky-T1-32B-Preview</a>,📝,2.35@@2.35,32763876352.0,152064.0,32768.0,✓,✗,47.50 ± 1.18 / 64.20 ± 0.90@@47.50,64.71 ± 2.43 / 37.86 ± 3.20@@64.71,21.65 ± 1.29 / 59.85 ± 0.69@@21.65,57.71 ± 1.19 / 24.54 ± 1.19@@57.71,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://ollama.com/library/phi4:14b-q4_K_M'>ollama_chat/phi4:14b-q4_K_M (val)</a>,📝,2.35@@2.35,14700000000.0,100352.0,16384.0,✓,✗,43.86 ± 3.54 / 61.51 ± 2.46@@43.86,55.99 ± 1.92 / 46.21 ± 3.76@@55.99,27.16 ± 4.79 / 62.00 ± 4.08@@27.16,60.66 ± 1.70 / 24.21 ± 3.66@@60.66,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#no-thinking (zero-shot, val)</a>",📝,2.36@@2.36,?,256128.0,1048576.0,✓,✗,54.74 ± 2.13 / 65.89 ± 1.43@@54.74,42.76 ± 2.45 / 19.43 ± 1.02@@42.76,39.15 ± 4.42 / 69.45 ± 2.28@@39.15,46.76 ± 1.05 / 24.20 ± 0.57@@46.76,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.36@@2.36,?,256128.0,1048576.0,✓,✗,54.74 ± 2.13 / 65.89 ± 1.43@@54.74,42.76 ± 2.45 / 19.43 ± 1.02@@42.76,39.15 ± 4.42 / 69.45 ± 2.28@@39.15,46.76 ± 1.05 / 24.20 ± 0.57@@46.76,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/NbAiLab/nb-roberta-base-ncc-plus-scandi-1e4'>NbAiLab/nb-roberta-base-ncc-plus-scandi-1e4</a>,🔍,2.36@@2.36,278295700.0,250002.0,514.0,✓,✗,44.57 ± 1.48 / 60.30 ± 2.51@@44.57,81.17 ± 1.51 / 81.61 ± 1.78@@81.17,37.22 ± 8.62 / 65.86 ± 4.66@@37.22,31.32 ± 1.08 / 7.15 ± 0.82@@31.32,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,2.37@@2.37,24261800960.0,131072.0,8192.0,✓,✗,41.94 ± 3.49 / 54.52 ± 4.28@@41.94,69.68 ± 1.29 / 56.39 ± 3.87@@69.68,21.93 ± 1.25 / 60.36 ± 0.82@@21.93,58.98 ± 2.55 / 34.04 ± 1.78@@58.98,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,2.38@@2.38,12187325040.0,262144.0,?,✓,✗,51.70 ± 1.20 / 66.22 ± 1.12@@51.70,53.66 ± 2.26 / 35.59 ± 3.09@@53.66,29.36 ± 1.60 / 63.21 ± 1.31@@29.36,49.71 ± 1.27 / 23.10 ± 1.07@@49.71,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/NbAiLab/nb-roberta-base-ncc-plus-scandi-2e4'>NbAiLab/nb-roberta-base-ncc-plus-scandi-2e4</a>,🔍,2.38@@2.38,278045186.0,250002.0,514.0,✓,✗,44.38 ± 2.22 / 60.81 ± 2.54@@44.38,79.99 ± 1.06 / 80.43 ± 1.23@@79.99,36.07 ± 8.71 / 64.27 ± 5.82@@36.07,31.48 ± 1.06 / 6.61 ± 0.89@@31.48,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/mgoin/Nemotron-4-340B-Instruct-hf-FP8'>mgoin/Nemotron-4-340B-Instruct-hf-FP8</a>,📝,2.39@@2.39,341029195776.0,256000.0,4096.0,✓,✗,47.34 ± 5.45 / 63.42 ± 4.34@@47.34,37.98 ± 7.26 / 24.63 ± 3.82@@37.98,50.14 ± 6.12 / 73.44 ± 4.16@@50.14,41.01 ± 2.32 / 16.27 ± 1.26@@41.01,14.0.4@@140004,14.0.4@@140004,14.0.4@@140004,14.0.4@@140004
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,2.40@@2.40,70553706496.0,128256.0,131072.0,✓,✗,50.79 ± 1.13 / 62.68 ± 1.21@@50.79,69.04 ± 1.73 / 41.91 ± 4.10@@69.04,20.36 ± 1.78 / 55.23 ± 2.44@@20.36,49.35 ± 1.46 / 24.56 ± 1.12@@49.35,14.0.3@@140003,14.0.3@@140003,14.0.3@@140003,14.0.3@@140003
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-Instruct'>LumiOpen/Llama-Poro-2-70B-Instruct</a>,📝,2.41@@2.41,70553706496.0,128256.0,8192.0,✓,✗,49.77 ± 1.78 / 65.54 ± 1.26@@49.77,62.61 ± 1.14 / 36.97 ± 3.51@@62.61,20.62 ± 1.08 / 59.85 ± 0.63@@20.62,54.08 ± 1.51 / 23.68 ± 0.90@@54.08,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.41@@2.41,559892482.0,250002.0,512.0,✓,✗,48.52 ± 1.18 / 64.38 ± 1.18@@48.52,78.43 ± 1.53 / 79.30 ± 1.03@@78.43,10.78 ± 7.04 / 53.28 ± 3.97@@10.78,54.20 ± 1.31 / 13.79 ± 0.96@@54.20,13.3.0@@130300,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07#high (zero-shot, val)</a>",🤔,2.41@@2.41,?,100256.0,272000.0,✓,✗,44.48 ± 3.52 / 57.68 ± 2.08@@44.48,41.75 ± 1.01 / 26.53 ± 0.70@@41.75,44.69 ± 3.05 / 69.74 ± 1.72@@44.69,51.15 ± 1.10 / 27.85 ± 0.92@@51.15,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600
<a href='https://hf.co/vesteinn/FoBERT'>vesteinn/FoBERT</a>,🔍,2.42@@2.42,124498007.0,50005.0,514.0,✓,✗,44.79 ± 1.39 / 60.54 ± 1.68@@44.79,80.13 ± 1.97 / 80.82 ± 1.63@@80.13,32.92 ± 8.78 / 63.25 ± 5.20@@32.92,31.87 ± 1.28 / 12.88 ± 1.36@@31.87,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Instruct'>Qwen/Qwen3-Next-80B-A3B-Instruct</a>,📝,2.42@@2.42,81324862720.0,151936.0,262144.0,✓,✗,48.27 ± 1.14 / 64.02 ± 0.91@@48.27,60.14 ± 2.45 / 37.01 ± 2.53@@60.14,25.88 ± 0.99 / 60.91 ± 1.14@@25.88,51.83 ± 1.43 / 25.94 ± 0.90@@51.83,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/NbAiLab/nb-roberta-base-scandi'>NbAiLab/nb-roberta-base-scandi</a>,🔍,2.42@@2.42,278295700.0,250002.0,514.0,✓,✗,44.65 ± 1.98 / 60.22 ± 1.78@@44.65,81.37 ± 0.97 / 81.85 ± 0.83@@81.37,33.42 ± 9.74 / 64.11 ± 4.92@@33.42,31.93 ± 1.20 / 7.32 ± 1.05@@31.93,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-pro-002'>gemini/gemini-1.5-pro-002 (zero-shot, val)</a>",📝,2.43@@2.43,?,256128.0,2097152.0,✓,✗,57.86 ± 2.77 / 70.60 ± 1.98@@57.86,43.48 ± 2.11 / 26.59 ± 1.15@@43.48,28.60 ± 3.63 / 58.04 ± 1.87@@28.60,47.92 ± 1.35 / 23.17 ± 1.38@@47.92,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B</a>,🤔,2.43@@2.43,32762123264.0,151936.0,40960.0,✓,✗,46.71 ± 1.48 / 62.81 ± 1.02@@46.71,66.46 ± 1.40 / 54.74 ± 2.20@@66.46,25.97 ± 1.73 / 62.31 ± 0.88@@25.97,49.27 ± 1.00 / 28.55 ± 0.88@@49.27,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,2.43@@2.43,?,100256.0,272000.0,✓,✗,49.19 ± 2.53 / 61.61 ± 1.70@@49.19,43.75 ± 1.47 / 26.87 ± 1.23@@43.75,36.99 ± 5.59 / 64.92 ± 2.96@@36.99,48.61 ± 1.18 / 27.67 ± 1.20@@48.61,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/intfloat/multilingual-e5-large-instruct'>intfloat/multilingual-e5-large-instruct</a>,🔍,2.44@@2.44,559890432.0,250002.0,514.0,✓,✗,50.10 ± 1.59 / 64.91 ± 2.07@@50.10,78.32 ± 1.32 / 79.70 ± 1.08@@78.32,8.11 ± 3.77 / 50.71 ± 3.73@@8.11,53.59 ± 1.62 / 13.93 ± 1.14@@53.59,13.3.0@@130300,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000
<a href='https://hf.co/NbAiLab/nb-roberta-base-scandi-1e4'>NbAiLab/nb-roberta-base-scandi-1e4</a>,🔍,2.45@@2.45,278295700.0,250002.0,514.0,✓,✗,45.08 ± 1.87 / 61.36 ± 2.31@@45.08,79.94 ± 1.25 / 80.28 ± 1.35@@79.94,33.79 ± 10.65 / 62.72 ± 6.92@@33.79,30.65 ± 0.83 / 6.51 ± 0.85@@30.65,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/mideind/IceBERT-large'>mideind/IceBERT-large</a>,🔍,2.45@@2.45,406390946.0,50000.0,514.0,✓,✗,46.34 ± 1.31 / 62.67 ± 1.43@@46.34,82.72 ± 0.69 / 81.44 ± 0.50@@82.72,26.38 ± 16.21 / 60.22 ± 8.89@@26.38,34.74 ± 1.20 / 7.99 ± 0.73@@34.74,15.9.0.dev0@@150900,15.9.2@@150902,15.9.0.dev0@@150900,15.9.0.dev0@@150900
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,2.46@@2.46,?,?,200000.0,✓,✗,54.15 ± 2.67 / 64.84 ± 2.21@@54.15,54.59 ± 1.52 / 28.26 ± 1.11@@54.59,25.05 ± 4.99 / 58.80 ± 2.68@@25.05,48.96 ± 1.06 / 20.88 ± 1.09@@48.96,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/gpt-4-turbo'>gpt-4-1106-preview (zero-shot, val)</a>",📝,2.47@@2.47,?,100256.0,8191.0,✓,✗,47.47 ± 3.03 / 63.45 ± 2.13@@47.47,30.39 ± 3.49 / 25.88 ± 1.98@@30.39,43.30 ± 3.41 / 71.54 ± 1.71@@43.30,51.48 ± 0.89 / 29.82 ± 1.09@@51.48,14.0.3@@140003,14.0.3@@140003,14.0.3@@140003,14.0.3@@140003
"xai/grok-3-mini-beta#high (zero-shot, val)</a>",🤔,2.47@@2.47,?,?,131072.0,✓,✗,47.84 ± 2.99 / 60.03 ± 1.90@@47.84,29.61 ± 2.98 / 19.56 ± 1.81@@29.61,43.36 ± 2.89 / 69.67 ± 1.90@@43.36,50.59 ± 0.97 / 29.52 ± 1.05@@50.59,15.7.1.dev0@@150701,15.7.1.dev0@@150701,15.7.1.dev0@@150701,15.7.1.dev0@@150701
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B</a>,🤔,2.47@@2.47,30532122624.0,151936.0,40960.0,✓,✗,43.03 ± 1.40 / 61.79 ± 0.98@@43.03,70.51 ± 1.98 / 50.39 ± 3.83@@70.51,21.06 ± 1.58 / 57.00 ± 1.13@@21.06,51.52 ± 0.98 / 26.85 ± 1.24@@51.52,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B</a>,🤔,2.49@@2.49,14768307200.0,151936.0,40960.0,✓,✗,44.45 ± 1.26 / 62.44 ± 0.85@@44.45,67.22 ± 1.42 / 49.53 ± 2.14@@67.22,20.43 ± 1.91 / 57.13 ± 1.12@@20.43,53.05 ± 1.15 / 27.23 ± 1.48@@53.05,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801
<a href='https://hf.co/meta-llama/Meta-Llama-3-70B-Instruct'>meta-llama/Meta-Llama-3-70B-Instruct</a>,📝,2.50@@2.50,70553706496.0,128256.0,8192.0,✓,✗,48.40 ± 1.73 / 60.94 ± 2.31@@48.40,63.53 ± 1.93 / 43.19 ± 3.89@@63.53,17.31 ± 1.23 / 57.24 ± 1.12@@17.31,54.02 ± 1.65 / 26.86 ± 1.39@@54.02,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/mistralai/Mistral-Small-24B-Instruct-2501'>mistralai/Mistral-Small-24B-Instruct-2501</a>,📝,2.51@@2.51,23572403200.0,131072.0,32768.0,✓,✗,46.16 ± 1.65 / 61.71 ± 1.40@@46.16,59.12 ± 2.79 / 36.96 ± 2.89@@59.12,20.19 ± 2.15 / 53.36 ± 2.61@@20.19,53.13 ± 1.55 / 26.61 ± 1.35@@53.13,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,2.51@@2.51,32207337984.0,100352.0,131072.0,✓,✗,45.28 ± 2.64 / 57.34 ± 4.62@@45.28,66.04 ± 1.85 / 52.23 ± 5.13@@66.04,15.17 ± 0.97 / 47.03 ± 2.36@@15.17,55.72 ± 2.46 / 31.02 ± 1.45@@55.72,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/nvidia/Llama-3.1-Nemotron-70B-Instruct-HF'>nvidia/Llama-3.1-Nemotron-70B-Instruct-HF</a>,📝,2.52@@2.52,70553706496.0,128256.0,131072.0,✓,✗,52.21 ± 1.17 / 65.44 ± 0.97@@52.21,55.69 ± 2.07 / 24.14 ± 1.12@@55.69,19.74 ± 1.62 / 57.04 ± 1.49@@19.74,50.46 ± 0.97 / 21.10 ± 0.67@@50.46,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://platform.openai.com/docs/models/gpt-4o-mini'>gpt-4o-mini-2024-07-18 (zero-shot, val)</a>",📝,2.53@@2.53,?,200019.0,8191.0,✓,✗,50.02 ± 2.61 / 65.44 ± 1.86@@50.02,31.11 ± 2.16 / 14.28 ± 0.85@@31.11,35.85 ± 1.55 / 66.14 ± 0.82@@35.85,49.25 ± 1.18 / 26.93 ± 1.10@@49.25,14.0.1@@140001,14.0.1@@140001,14.0.1@@140001,14.0.1@@140001
<a href='https://hf.co/vesteinn/XLMR-ENIS'>vesteinn/XLMR-ENIS</a>,🔍,2.54@@2.54,124548012.0,50005.0,514.0,✓,✗,48.44 ± 0.78 / 63.45 ± 0.98@@48.44,78.34 ± 1.72 / 79.58 ± 1.47@@78.34,17.35 ± 10.88 / 49.50 ± 9.51@@17.35,39.85 ± 3.76 / 17.80 ± 2.83@@39.85,15.9.0.dev0@@150900,15.9.0.dev0@@150900,15.9.0.dev0@@150900,15.9.0.dev0@@150900
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.54@@2.54,11168796672.0,32128.0,32768.0,✓,✗,47.70 ± 1.39 / 57.58 ± 2.63@@47.70,59.74 ± 1.39 / 38.94 ± 2.67@@59.74,32.72 ± 1.54 / 63.45 ± 2.07@@32.72,36.21 ± 3.40 / 0.89 ± 0.34@@36.21,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.56@@2.56,30532122624.0,151936.0,262144.0,✓,✗,45.90 ± 1.57 / 62.65 ± 1.17@@45.90,56.51 ± 2.32 / 30.00 ± 2.72@@56.51,21.87 ± 1.97 / 60.25 ± 1.16@@21.87,51.89 ± 1.50 / 25.80 ± 1.35@@51.89,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/RekaAI/reka-flash-3'>RekaAI/reka-flash-3</a>,🤔,2.56@@2.56,20905482240.0,100352.0,32768.0,✓,✗,44.01 ± 1.89 / 60.20 ± 1.71@@44.01,64.09 ± 2.64 / 35.44 ± 2.61@@64.09,21.38 ± 1.29 / 60.52 ± 0.68@@21.38,49.19 ± 1.42 / 25.66 ± 1.36@@49.19,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-1.5-flash-002'>gemini/gemini-1.5-flash-002 (zero-shot, val)</a>",📝,2.57@@2.57,?,256128.0,1048576.0,✓,✗,52.73 ± 2.78 / 62.63 ± 2.10@@52.73,39.21 ± 2.09 / 21.64 ± 1.11@@39.21,33.80 ± 3.69 / 66.26 ± 1.70@@33.80,44.31 ± 1.26 / 22.49 ± 1.16@@44.31,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,2.57@@2.57,?,?,1047576.0,✓,✗,49.46 ± 2.43 / 62.34 ± 1.96@@49.46,30.20 ± 1.95 / 14.69 ± 0.66@@30.20,34.34 ± 4.04 / 65.34 ± 2.00@@34.34,48.52 ± 1.21 / 23.16 ± 1.36@@48.52,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Base-2503'>mistralai/Mistral-Small-3.1-24B-Base-2503</a>,🧠,2.60@@2.60,24011361280.0,131072.0,8192.0,✓,✗,48.54 ± 1.66 / 64.72 ± 1.31@@48.54,68.26 ± 1.78 / 57.15 ± 3.82@@68.26,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,64.34 ± 1.40 / 36.07 ± 2.11@@64.34,16.5.0.dev0@@160500,15.9.1.dev0@@150901,16.5.0.dev0@@160500,15.9.1.dev0@@150901
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B#no-thinking</a>,📝,2.60@@2.60,30532122624.0,151936.0,40960.0,✓,✗,37.72 ± 2.42 / 57.43 ± 1.97@@37.72,61.48 ± 2.51 / 39.37 ± 3.39@@61.48,21.63 ± 1.91 / 60.11 ± 0.74@@21.63,53.50 ± 1.82 / 26.27 ± 1.24@@53.50,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,2.61@@2.61,7849978192.0,262400.0,8192.0,✓,✗,49.65 ± 1.28 / 65.57 ± 0.94@@49.65,58.10 ± 2.24 / 40.23 ± 4.79@@58.10,15.25 ± 1.79 / 45.66 ± 2.38@@15.25,51.08 ± 1.31 / 19.01 ± 1.29@@51.08,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.61@@2.61,70599864480.0,131072.0,65536.0,✗,✗,52.82 ± 1.31 / 68.00 ± 0.99@@52.82,37.00 ± 1.60 / 18.23 ± 1.23@@37.00,26.14 ± 1.90 / 59.35 ± 2.35@@26.14,52.34 ± 1.15 / 20.60 ± 1.50@@52.34,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.61@@2.61,14765947904.0,151665.0,131072.0,✓,✗,42.84 ± 2.12 / 61.02 ± 1.42@@42.84,58.38 ± 2.52 / 42.59 ± 3.39@@58.38,17.44 ± 1.67 / 55.48 ± 1.71@@17.44,54.85 ± 1.83 / 28.87 ± 1.11@@54.85,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
