<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.99@@3.99,2611528704.0,128000.0,4096.0,✓,✗,6.56 ± 1.95 / 26.89 ± 3.87@@6.56,10.94 ± 1.59 / 9.32 ± 1.26@@10.94,-0.35 ± 0.66 / 36.69 ± 4.26@@-0.35,32.45 ± 2.07 / 11.93 ± 1.63@@32.45,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,4.03@@4.03,1235814400.0,128256.0,131072.0,✓,✗,7.23 ± 1.88 / 36.89 ± 2.02@@7.23,17.36 ± 2.76 / 14.82 ± 2.21@@17.36,0.58 ± 2.52 / 44.99 ± 1.63@@0.58,18.87 ± 1.48 / 7.58 ± 1.25@@18.87,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,4.04@@4.04,1195468800.0,65536.0,2048.0,✓,✗,1.71 ± 2.03 / 17.72 ± 2.18@@1.71,21.84 ± 2.16 / 18.37 ± 2.15@@21.84,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,15.08 ± 3.92 / 7.76 ± 2.17@@15.08,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,4.08@@4.08,949685760.0,128256.0,4096.0,✗,✗,15.25 ± 4.11 / 33.24 ± 6.47@@15.25,16.86 ± 2.21 / 14.06 ± 1.74@@16.86,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,5.35 ± 1.45 / 1.55 ± 0.53@@5.35,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.13@@4.13,268098176.0,262144.0,32768.0,✓,✗,9.96 ± 2.91 / 30.35 ± 2.86@@9.96,17.28 ± 1.58 / 16.27 ± 1.43@@17.28,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,4.83 ± 1.19 / 0.61 ± 0.20@@4.83,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,4.16@@4.16,1791080448.0,120818.0,262144.0,✓,✗,5.65 ± 1.33 / 33.34 ± 1.08@@5.65,17.81 ± 1.00 / 15.96 ± 1.28@@17.81,1.15 ± 1.87 / 48.66 ± 1.09@@1.15,6.28 ± 0.47 / 0.02 ± 0.04@@6.28,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,4.16@@4.16,?,103424.0,131072.0,✓,✗,3.78 ± 1.27 / 21.70 ± 1.78@@3.78,20.10 ± 1.35 / 17.05 ± 1.13@@20.10,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,10.07 ± 1.69 / 3.16 ± 0.91@@10.07,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.17@@4.17,353424384.0,65536.0,2048.0,✓,✗,5.06 ± 1.96 / 21.18 ± 2.23@@5.06,19.59 ± 1.96 / 17.49 ± 1.37@@19.59,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,3.90 ± 1.31 / 0.75 ± 0.24@@3.90,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.20@@4.20,742489344.0,65536.0,128000.0,✗,✗,5.07 ± 2.91 / 27.72 ± 1.91@@5.07,13.55 ± 1.69 / 11.46 ± 1.45@@13.55,1.88 ± 1.57 / 40.56 ± 4.09@@1.88,5.33 ± 0.55 / 0.18 ± 0.09@@5.33,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,4.21@@4.21,1170340608.0,65536.0,128000.0,✗,✗,4.30 ± 2.37 / 23.88 ± 4.40@@4.30,20.18 ± 1.60 / 17.75 ± 1.42@@20.18,0.38 ± 1.26 / 33.63 ± 0.53@@0.38,2.48 ± 0.52 / 0.00 ± 0.00@@2.48,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.23@@4.23,1170340608.0,65536.0,128000.0,✗,✗,7.26 ± 3.67 / 29.27 ± 3.14@@7.26,12.74 ± 1.52 / 12.76 ± 1.53@@12.74,0.83 ± 1.38 / 40.21 ± 4.39@@0.83,5.07 ± 0.63 / 0.04 ± 0.05@@5.07,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.26@@4.26,268098176.0,262144.0,32768.0,✓,✗,7.75 ± 2.81 / 29.34 ± 4.23@@7.75,14.00 ± 1.91 / 12.08 ± 1.94@@14.00,-0.01 ± 1.65 / 37.65 ± 3.60@@-0.01,4.20 ± 0.49 / 0.00 ± 0.00@@4.20,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.28@@4.28,361821120.0,49152.0,8192.0,✓,✗,4.47 ± 2.54 / 20.13 ± 3.93@@4.47,10.16 ± 1.33 / 9.60 ± 1.19@@10.16,1.50 ± 0.85 / 41.46 ± 3.72@@1.50,3.52 ± 1.55 / 0.51 ± 0.36@@3.52,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.30@@4.30,1235814400.0,128256.0,131072.0,✓,✗,0.78 ± 1.85 / 25.52 ± 1.59@@0.78,18.18 ± 1.49 / 13.35 ± 1.31@@18.18,-0.45 ± 1.94 / 42.84 ± 5.00@@-0.45,3.77 ± 0.79 / 0.00 ± 0.00@@3.77,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,4.31@@4.31,1170340608.0,65536.0,128000.0,✗,✗,3.59 ± 3.71 / 30.04 ± 4.46@@3.59,10.16 ± 3.47 / 9.43 ± 2.91@@10.16,1.71 ± 2.30 / 37.93 ± 3.54@@1.71,3.09 ± 0.63 / 0.00 ± 0.00@@3.09,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.32@@4.32,361821120.0,49152.0,8192.0,✓,✗,3.18 ± 3.36 / 25.24 ± 3.18@@3.18,11.19 ± 3.37 / 10.68 ± 3.04@@11.19,-0.57 ± 1.14 / 36.01 ± 2.86@@-0.57,3.32 ± 0.45 / 0.04 ± 0.05@@3.32,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.33@@4.33,134515008.0,49152.0,8192.0,✓,✗,1.81 ± 1.67 / 18.32 ± 1.97@@1.81,9.52 ± 1.70 / 8.89 ± 1.54@@9.52,1.30 ± 1.40 / 35.15 ± 2.50@@1.30,3.75 ± 0.94 / 0.14 ± 0.10@@3.75,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.39@@4.39,354483968.0,65536.0,128000.0,✗,✗,4.60 ± 2.29 / 27.61 ± 3.25@@4.60,4.87 ± 1.12 / 4.22 ± 0.72@@4.87,-1.48 ± 1.71 / 39.44 ± 4.34@@-1.48,2.76 ± 0.45 / 0.00 ± 0.00@@2.76,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.39@@4.39,134515008.0,49152.0,8192.0,✓,✗,0.45 ± 0.47 / 14.21 ± 0.44@@0.45,9.19 ± 1.38 / 9.55 ± 1.16@@9.19,0.71 ± 1.38 / 37.33 ± 2.58@@0.71,3.15 ± 0.49 / 0.00 ± 0.00@@3.15,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/facebook/MobileLLM-R1-140M-base'>facebook/MobileLLM-R1-140M-base</a>,🧠,4.41@@4.41,140248512.0,128256.0,4096.0,✗,✗,2.96 ± 2.48 / 24.50 ± 5.16@@2.96,6.10 ± 1.33 / 5.84 ± 0.99@@6.10,0.62 ± 0.94 / 40.04 ± 4.65@@0.62,2.48 ± 1.05 / 0.04 ± 0.05@@2.48,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
fresh-electra-small,🔍,4.41@@4.41,13738755.0,32000.0,128.0,✓,✗,6.27 ± 4.16 / 26.59 ± 4.45@@6.27,6.22 ± 0.59 / 5.83 ± 0.69@@6.22,-0.23 ± 0.45 / 33.35 ± 0.27@@-0.23,0.04 ± 0.05 / 0.04 ± 0.05@@0.04,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
fresh-xlm-roberta-base,🔍,4.42@@4.42,278885778.0,250002.0,512.0,✓,✗,5.74 ± 3.43 / 25.40 ± 3.68@@5.74,3.32 ± 2.43 / 3.18 ± 2.36@@3.32,-0.14 ± 1.03 / 36.58 ± 4.07@@-0.14,0.04 ± 0.05 / 0.04 ± 0.05@@0.04,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,4.43@@4.43,359431168.0,128256.0,4096.0,✗,✗,0.57 ± 0.78 / 16.76 ± 1.04@@0.57,8.43 ± 1.41 / 7.76 ± 1.25@@8.43,-0.47 ± 1.28 / 35.04 ± 2.44@@-0.47,3.73 ± 0.94 / 0.26 ± 0.34@@3.73,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.45@@4.45,107908288.0,65536.0,262144.0,✓,✗,0.00 ± 0.00 / 13.86 ± 0.25@@0.00,6.83 ± 1.20 / 6.55 ± 1.01@@6.83,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,2.29 ± 0.77 / 0.16 ± 0.14@@2.29,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.49@@4.49,320956992.0,65536.0,4096.0,✓,✗,2.55 ± 1.51 / 21.76 ± 2.72@@2.55,0.78 ± 0.48 / 0.73 ± 0.39@@0.78,0.46 ± 1.60 / 36.26 ± 1.79@@0.46,0.71 ± 0.13 / 0.00 ± 0.00@@0.71,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.50@@4.50,107908288.0,65536.0,262144.0,✓,✗,-1.78 ± 1.71 / 21.22 ± 3.75@@-1.78,8.42 ± 1.47 / 7.57 ± 1.27@@8.42,-0.04 ± 1.24 / 43.80 ± 3.34@@-0.04,2.32 ± 0.45 / 0.16 ± 0.10@@2.32,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/Shekswess/trlm-135m'>Shekswess/trlm-135m</a>,📝,4.50@@4.50,134516160.0,49154.0,8192.0,✓,✗,-3.32 ± 2.07 / 20.11 ± 0.44@@-3.32,7.71 ± 2.55 / 7.87 ± 2.16@@7.71,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,2.06 ± 0.67 / 0.00 ± 0.00@@2.06,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-950M'>facebook/MobileLLM-R1-950M</a>,📝,4.51@@4.51,949685760.0,128256.0,32768.0,✗,✗,0.94 ± 1.97 / 15.00 ± 2.20@@0.94,4.78 ± 1.12 / 4.70 ± 0.85@@4.78,0.02 ± 1.02 / 36.95 ± 4.15@@0.02,0.03 ± 0.01 / 0.00 ± 0.00@@0.03,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.53@@4.53,56656128.0,8192.0,2048.0,✓,✗,2.04 ± 2.72 / 20.53 ± 3.55@@2.04,0.06 ± 0.12 / 0.08 ± 0.16@@0.06,-1.14 ± 1.69 / 37.45 ± 2.46@@-1.14,1.08 ± 0.48 / 0.02 ± 0.04@@1.08,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/facebook/MobileLLM-R1-360M'>facebook/MobileLLM-R1-360M</a>,📝,4.54@@4.54,359431168.0,128256.0,32768.0,✗,✗,1.86 ± 3.29 / 15.93 ± 4.02@@1.86,0.08 ± 0.10 / 0.07 ± 0.08@@0.08,-0.29 ± 1.56 / 39.26 ± 4.26@@-0.29,0.34 ± 0.24 / 0.00 ± 0.00@@0.34,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,4.54@@4.54,1170340608.0,65536.0,128000.0,✗,✗,1.27 ± 1.58 / 33.46 ± 1.19@@1.27,1.21 ± 0.58 / 1.30 ± 0.55@@1.21,1.14 ± 1.57 / 37.22 ± 3.23@@1.14,0.56 ± 0.09 / 0.02 ± 0.04@@0.56,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/inclusionAI/Ling-mini-2.0'>inclusionAI/Ling-mini-2.0 (val)</a>,📝,4.56@@4.56,16255638528.0,157184.0,32768.0,✓,✗,0.86 ± 1.93 / 25.41 ± 1.87@@0.86,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,0.55 ± 1.16 / 43.92 ± 1.56@@0.55,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/inclusionAI/Ling-mini-base-2.0'>inclusionAI/Ling-mini-base-2.0 (val)</a>,📝,4.56@@4.56,17083499776.0,157184.0,32768.0,✓,✗,0.01 ± 1.82 / 27.07 ± 1.01@@0.01,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,1.11 ± 1.11 / 33.99 ± 0.52@@1.11,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/facebook/MobileLLM-R1-140M'>facebook/MobileLLM-R1-140M</a>,🤔,4.58@@4.58,140248512.0,128256.0,32768.0,✗,✗,0.00 ± 0.00 / 16.20 ± 0.23@@0.00,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,0.02 ± 0.04 / 0.02 ± 0.04@@0.02,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
