<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=12 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=13 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=14 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,-@@100,?,128000.0,4096.0,✓,✗,31.30 ± 1.42 / 43.46 ± 0.61@@31.30,55.47 ± 1.96 / 55.47 ± 1.96@@55.47,26.23 ± 2.60 / 61.47 ± 1.46@@26.23,71.40 ± 1.68 / 51.70 ± 1.98@@71.40,-@@-1,66.66 ± 1.96 / 74.79 ± 1.49@@66.66,21.33 ± 1.98 / 60.45 ± 0.99@@21.33,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,-@@100,8053338176.0,131072.0,65536.0,✓,✗,48.96 ± 1.38 / 63.80 ± 1.07@@48.96,45.00 ± 2.64 / 45.00 ± 2.64@@45.00,16.93 ± 2.32 / 55.14 ± 2.51@@16.93,70.36 ± 2.57 / 48.66 ± 3.11@@70.36,-@@-1,56.90 ± 2.11 / 67.39 ± 1.57@@56.90,12.95 ± 1.20 / 55.98 ± 0.78@@12.95,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,-@@100,1791080448.0,120818.0,262144.0,✓,✗,-@@-1,27.15 ± 1.14 / 27.15 ± 1.14@@27.15,1.74 ± 2.25 / 42.96 ± 0.86@@1.74,19.63 ± 0.92 / 0.00 ± 0.00@@19.63,-@@-1,0.00 ± 0.00 / 24.86 ± 0.87@@0.00,0.00 ± 0.00 / 49.40 ± 0.48@@0.00,-@@0,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,-@@100,7504568320.0,128167.0,32768.0,✓,✗,21.11 ± 2.34 / 46.81 ± 1.58@@21.11,35.60 ± 2.42 / 35.60 ± 2.42@@35.60,1.91 ± 1.79 / 50.37 ± 0.90@@1.91,33.32 ± 1.03 / 0.00 ± 0.00@@33.32,-@@-1,-0.41 ± 0.81 / 24.75 ± 1.20@@-0.41,0.00 ± 0.00 / 49.12 ± 0.75@@0.00,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,-@@0,16.13.0.dev0@@161300,16.13.0.dev0@@161300
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,-@@100,8888227328.0,131072.0,131072.0,✓,✗,-@@-1,54.83 ± 1.15 / 54.83 ± 1.15@@54.83,6.88 ± 1.66 / 53.35 ± 0.87@@6.88,51.49 ± 0.94 / 31.11 ± 1.44@@51.49,-@@-1,35.55 ± 2.78 / 51.60 ± 2.07@@35.55,6.69 ± 2.22 / 53.43 ± 1.09@@6.69,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,-@@100,8888227328.0,131072.0,131072.0,✓,✗,-@@-1,53.73 ± 1.38 / 53.73 ± 1.38@@53.73,3.60 ± 1.52 / 45.62 ± 3.50@@3.60,0.44 ± 0.06 / 0.00 ± 0.00@@0.44,-@@-1,0.00 ± 0.00 / 24.77 ± 1.18@@0.00,0.00 ± 0.00 / 49.12 ± 0.75@@0.00,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,-@@100,31577937344.0,131072.0,262144.0,✓,✗,37.71 ± 3.26 / 55.94 ± 4.02@@37.71,56.89 ± 0.84 / 56.89 ± 0.84@@56.89,6.13 ± 0.94 / 46.05 ± 1.79@@6.13,60.74 ± 1.20 / 40.86 ± 1.71@@60.74,-@@-1,22.21 ± 1.54 / 41.32 ± 1.36@@22.21,0.87 ± 1.96 / 50.63 ± 0.92@@0.87,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,-@@0,16.10.0.dev0@@161000,16.10.0.dev0@@161000
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,-@@100,4676271104.0,131072.0,8192.0,✓,✗,-@@-1,50.11 ± 2.41 / 50.11 ± 2.41@@50.11,6.28 ± 2.13 / 51.12 ± 1.66@@6.28,67.80 ± 2.05 / 49.78 ± 2.89@@67.80,-@@-1,25.99 ± 2.71 / 44.34 ± 1.91@@25.99,4.54 ± 3.08 / 52.24 ± 1.51@@4.54,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,-@@100,10731524096.0,32000.0,4096.0,✓,✗,26.06 ± 2.05 / 41.02 ± 1.37@@26.06,58.29 ± 3.35 / 58.29 ± 3.35@@58.29,7.20 ± 2.54 / 39.04 ± 3.88@@7.20,64.15 ± 1.84 / 46.97 ± 2.88@@64.15,-@@-1,25.56 ± 1.77 / 41.62 ± 1.45@@25.56,-0.85 ± 1.89 / 48.98 ± 0.81@@-0.85,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,-@@100,8053338176.0,131072.0,65536.0,✗,✗,46.80 ± 0.93 / 60.40 ± 1.07@@46.80,52.64 ± 1.10 / 52.64 ± 1.10@@52.64,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,22.12 ± 1.53 / 0.09 ± 0.08@@22.12,-@@-1,46.00 ± 2.23 / 59.09 ± 1.60@@46.00,2.94 ± 3.30 / 49.51 ± 0.70@@2.94,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,-@@100,395881664.0,50368.0,8192.0,✓,✗,13.06 ± 2.40 / 39.44 ± 2.62@@13.06,39.54 ± 3.57 / 39.54 ± 3.57@@39.54,0.61 ± 1.79 / 48.20 ± 1.22@@0.61,21.17 ± 1.63 / 11.40 ± 1.33@@21.17,-@@-1,-@@-1,-@@-1,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,-@@0,-@@0
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,-@@100,?,256128.0,1048576.0,✓,✗,44.55 ± 1.77 / 50.32 ± 1.63@@44.55,58.55 ± 2.05 / 58.55 ± 2.05@@58.55,0.00 ± 0.00 / 32.87 ± 0.96@@0.00,61.38 ± 0.44 / 38.98 ± 1.13@@61.38,-@@-1,-13.94 ± 8.09 / 20.94 ± 4.57@@-13.94,27.48 ± 5.76 / 68.36 ± 2.71@@27.48,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,-@@100,1720574976.0,151936.0,40960.0,✗,✗,42.66 ± 1.76 / 52.18 ± 2.33@@42.66,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,16.7.1.dev0@@160701,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,-@@100,32234279936.0,100352.0,4096.0,✗,✗,47.70 ± 1.81 / 62.00 ± 1.67@@47.70,61.81 ± 1.25 / 61.81 ± 1.25@@61.81,13.25 ± 1.29 / 54.04 ± 1.50@@13.25,55.02 ± 1.43 / 31.14 ± 1.29@@55.02,-@@-1,43.66 ± 2.20 / 57.52 ± 1.69@@43.66,7.42 ± 1.51 / 53.82 ± 0.76@@7.42,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,-@@100,7799574528.0,100096.0,4096.0,✓,✗,2.07 ± 2.16 / 22.69 ± 0.60@@2.07,40.72 ± 3.28 / 40.72 ± 3.28@@40.72,-0.20 ± 1.96 / 42.78 ± 3.70@@-0.20,36.90 ± 1.09 / 22.01 ± 1.09@@36.90,-@@-1,2.65 ± 2.29 / 25.42 ± 1.01@@2.65,0.00 ± 0.00 / 49.12 ± 0.75@@0.00,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/TildeAI/TildeOpen-30b'>TildeAI/TildeOpen-30b#slow-tokenizer</a>,🧠,-@@100,30677882880.0,131072.0,65536.0,✓,✗,-@@-1,59.13 ± 3.23 / 59.13 ± 3.23@@59.13,13.83 ± 1.75 / 53.15 ± 3.10@@13.83,66.06 ± 2.21 / 44.30 ± 2.68@@66.06,-@@-1,63.20 ± 2.44 / 71.53 ± 1.93@@63.20,22.45 ± 2.24 / 57.16 ± 1.91@@22.45,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Shekswess/trlm-135m'>Shekswess/trlm-135m</a>,📝,-@@100,134516160.0,49154.0,8192.0,✓,✗,-@@-1,12.81 ± 4.22 / 12.81 ± 4.22@@12.81,0.09 ± 0.17 / 33.40 ± 0.29@@0.09,4.88 ± 1.93 / 0.09 ± 0.10@@4.88,-@@-1,0.00 ± 0.00 / 26.00 ± 1.65@@0.00,0.00 ± 0.00 / 50.88 ± 0.75@@0.00,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,-@@100,81324862720.0,151936.0,262144.0,✓,✗,-@@-1,65.98 ± 1.28 / 65.98 ± 1.28@@65.98,24.15 ± 1.70 / 50.27 ± 1.26@@24.15,48.49 ± 1.58 / 26.52 ± 1.65@@48.49,-@@-1,87.51 ± 1.17 / 90.58 ± 0.88@@87.51,68.19 ± 1.72 / 84.10 ± 0.86@@68.19,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Instruct'>Qwen/Qwen3-Next-80B-A3B-Instruct</a>,📝,-@@100,81324862720.0,151936.0,262144.0,✓,✗,-@@-1,66.42 ± 1.28 / 66.42 ± 1.28@@66.42,39.03 ± 1.09 / 69.12 ± 0.60@@39.03,64.44 ± 0.95 / 42.11 ± 1.13@@64.44,-@@-1,76.39 ± 1.63 / 82.29 ± 1.21@@76.39,49.60 ± 2.17 / 74.80 ± 1.08@@49.60,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B</a>,🤔,-@@100,8190735360.0,151936.0,40960.0,✓,✗,-@@-1,57.00 ± 0.79 / 57.00 ± 0.79@@57.00,25.02 ± 2.21 / 62.26 ± 1.13@@25.02,63.58 ± 1.19 / 43.31 ± 1.60@@63.58,-@@-1,65.63 ± 1.47 / 74.06 ± 1.12@@65.63,47.27 ± 1.76 / 73.63 ± 0.88@@47.27,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,🤔,-@@100,4022468096.0,151936.0,40960.0,✓,✗,-@@-1,49.34 ± 1.25 / 49.34 ± 1.25@@49.34,22.01 ± 2.01 / 59.94 ± 1.68@@22.01,61.09 ± 1.10 / 40.28 ± 1.82@@61.09,-@@-1,53.41 ± 2.69 / 65.03 ± 2.03@@53.41,35.15 ± 2.79 / 67.57 ± 1.38@@35.15,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,-@@100,4022468096.0,151936.0,262144.0,✓,✗,-@@-1,57.13 ± 0.69 / 57.13 ± 0.69@@57.13,20.08 ± 1.64 / 54.92 ± 1.88@@20.08,65.25 ± 0.78 / 43.12 ± 1.22@@65.25,-@@-1,41.38 ± 1.01 / 56.00 ± 0.67@@41.38,19.10 ± 1.10 / 59.27 ± 0.63@@19.10,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B</a>,🤔,-@@100,30532122624.0,151936.0,40960.0,✓,✗,-@@-1,63.58 ± 1.27 / 63.58 ± 1.27@@63.58,30.93 ± 1.38 / 64.74 ± 0.66@@30.93,64.40 ± 0.91 / 42.17 ± 0.76@@64.40,-@@-1,74.32 ± 1.10 / 80.69 ± 0.81@@74.32,57.08 ± 1.52 / 78.53 ± 0.75@@57.08,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B#no-thinking</a>,📝,-@@100,30532122624.0,151936.0,40960.0,✓,✗,-@@-1,62.29 ± 0.86 / 62.29 ± 0.86@@62.29,30.83 ± 0.89 / 65.04 ± 0.55@@30.83,65.30 ± 1.10 / 43.59 ± 1.35@@65.30,-@@-1,65.62 ± 1.15 / 74.04 ± 0.92@@65.62,31.36 ± 1.88 / 65.52 ± 0.91@@31.36,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8'>Qwen/Qwen3-235B-A22B-Thinking-2507-FP8</a>,🤔,-@@100,235107904512.0,151936.0,262144.0,✓,✗,-@@-1,71.03 ± 0.99 / 71.03 ± 0.99@@71.03,33.52 ± 1.46 / 60.67 ± 1.05@@33.52,60.96 ± 1.11 / 37.66 ± 1.47@@60.96,-@@-1,91.04 ± 1.31 / 93.24 ± 1.01@@91.04,75.91 ± 1.15 / 87.95 ± 0.58@@75.91,-@@0,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,-@@0,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8'>Qwen/Qwen3-235B-A22B-Instruct-2507-FP8</a>,📝,-@@100,235107904512.0,151936.0,262144.0,✓,✗,-@@-1,66.15 ± 0.95 / 66.15 ± 0.95@@66.15,47.37 ± 1.51 / 73.49 ± 0.93@@47.37,63.15 ± 1.33 / 40.29 ± 1.49@@63.15,-@@-1,81.21 ± 1.44 / 85.86 ± 1.10@@81.21,60.63 ± 1.75 / 80.28 ± 0.88@@60.63,-@@0,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B</a>,🤔,-@@100,14768307200.0,151936.0,40960.0,✓,✗,-@@-1,64.24 ± 0.69 / 64.24 ± 0.69@@64.24,32.56 ± 1.06 / 65.49 ± 0.64@@32.56,68.35 ± 0.85 / 46.37 ± 1.00@@68.35,-@@-1,75.07 ± 1.46 / 81.23 ± 1.10@@75.07,51.04 ± 1.54 / 75.51 ± 0.78@@51.04,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,🤔,-@@100,2031739904.0,151936.0,40960.0,✓,✗,-@@-1,44.23 ± 4.54 / 44.23 ± 4.54@@44.23,10.42 ± 1.87 / 54.63 ± 1.12@@10.42,50.75 ± 1.72 / 29.18 ± 1.76@@50.75,-@@-1,32.03 ± 1.46 / 48.94 ± 1.13@@32.03,12.29 ± 1.50 / 56.12 ± 0.75@@12.29,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,-@@100,751632384.0,151936.0,40960.0,✓,✗,-@@-1,33.86 ± 1.49 / 33.86 ± 1.49@@33.86,3.73 ± 1.70 / 47.39 ± 0.92@@3.73,33.43 ± 1.68 / 16.20 ± 1.54@@33.43,-@@-1,6.23 ± 2.16 / 29.11 ± 1.83@@6.23,0.48 ± 3.45 / 50.39 ± 1.77@@0.48,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,-@@100,1543714304.0,151936.0,32768.0,✓,✗,25.65 ± 2.59 / 51.05 ± 1.91@@25.65,28.71 ± 1.16 / 28.71 ± 1.16@@28.71,-0.59 ± 1.32 / 33.52 ± 0.43@@-0.59,49.67 ± 1.03 / 32.24 ± 1.23@@49.67,-@@-1,7.79 ± 1.39 / 30.93 ± 1.00@@7.79,0.31 ± 2.13 / 50.04 ± 1.14@@0.31,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,-@@100,1170340608.0,65536.0,128000.0,✗,✗,1.57 ± 2.04 / 21.53 ± 1.69@@1.57,5.92 ± 1.16 / 5.92 ± 1.16@@5.92,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,1.49 ± 0.53 / 0.42 ± 0.23@@1.49,-@@-1,8.61 ± 2.63 / 31.56 ± 2.05@@8.61,0.52 ± 1.87 / 50.23 ± 0.98@@0.52,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,-@@100,1170340608.0,65536.0,128000.0,✗,✗,4.14 ± 1.22 / 27.30 ± 2.27@@4.14,21.92 ± 1.16 / 21.92 ± 1.16@@21.92,-0.62 ± 1.39 / 38.96 ± 4.26@@-0.62,4.76 ± 0.91 / 0.00 ± 0.00@@4.76,-@@-1,-1.77 ± 1.79 / 24.00 ± 1.59@@-1.77,0.25 ± 2.25 / 50.45 ± 1.30@@0.25,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,-@@100,1170340608.0,65536.0,128000.0,✗,✗,2.14 ± 2.63 / 29.59 ± 3.16@@2.14,24.39 ± 3.08 / 24.39 ± 3.08@@24.39,-0.10 ± 0.99 / 36.00 ± 2.91@@-0.10,5.18 ± 0.47 / 0.00 ± 0.00@@5.18,-@@-1,-1.04 ± 1.70 / 24.30 ± 1.70@@-1.04,-0.74 ± 1.26 / 49.34 ± 0.80@@-0.74,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,-@@100,2569272320.0,65536.0,128000.0,✗,✗,10.52 ± 2.29 / 32.98 ± 2.52@@10.52,31.49 ± 2.09 / 31.49 ± 2.09@@31.49,3.50 ± 1.12 / 50.44 ± 1.09@@3.50,28.39 ± 1.49 / 14.78 ± 1.28@@28.39,-@@-1,11.53 ± 2.10 / 33.52 ± 1.49@@11.53,0.02 ± 1.91 / 50.54 ± 0.45@@0.02,16.7.1.dev0@@160701,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,-@@100,3075098624.0,128256.0,65536.0,✓,✗,25.88 ± 1.91 / 48.67 ± 2.27@@25.88,-@@-1,-@@-1,-@@-1,30.20 ± 0.66 / 32.05 ± 0.72@@30.20,-@@-1,-@@-1,16.7.1.dev0@@160701,-@@0,-@@0,-@@0,16.14.0.dev0@@161400,-@@0,-@@0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,-@@100,108867577.0,84985.0,512.0,✓,✗,0.65 ± 2.12 / 23.40 ± 1.80@@0.65,72.74 ± 0.81 / 72.74 ± 0.81@@72.74,0.72 ± 1.36 / 43.58 ± 4.90@@0.72,0.04 ± 0.05 / 0.04 ± 0.05@@0.04,-@@-1,-@@-1,-@@-1,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,-@@0,-@@0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,-@@100,561192082.0,250002.0,512.0,✓,✗,26.63 ± 9.28 / 48.09 ± 9.81@@26.63,77.90 ± 1.00 / 77.90 ± 1.00@@77.90,14.94 ± 8.89 / 52.02 ± 7.19@@14.94,34.53 ± 1.34 / 23.75 ± 1.54@@34.53,-@@-1,-@@-1,-@@-1,16.7.1.dev0@@160701,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,-@@0,-@@0
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,-@@100,93990500.0,65636.0,512.0,✓,✗,4.52 ± 2.26 / 29.29 ± 3.38@@4.52,53.19 ± 1.34 / 53.19 ± 1.34@@53.19,2.22 ± 1.24 / 49.55 ± 1.17@@2.22,4.57 ± 2.01 / 1.67 ± 0.82@@4.57,-@@-1,-@@-1,-@@-1,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,-@@0,-@@0,-@@0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,-@@100,755625600.0,128256.0,8192.0,✓,✗,7.75 ± 5.10 / 34.68 ± 4.43@@7.75,41.21 ± 7.74 / 41.17 ± 7.80@@41.21,-0.29 ± 2.16 / 43.64 ± 3.67@@-0.29,22.58 ± 0.74 / 12.12 ± 0.94@@22.58,-@@-1,-@@-1,-@@-1,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,-@@0,-@@0,-@@0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,-@@100,310266624.0,128256.0,8192.0,✓,✗,9.79 ± 3.17 / 35.47 ± 3.00@@9.79,41.63 ± 5.60 / 41.66 ± 5.51@@41.63,0.77 ± 1.60 / 42.16 ± 3.68@@0.77,17.70 ± 2.42 / 8.61 ± 1.81@@17.70,-@@-1,-@@-1,-@@-1,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,-@@0,-@@0,-@@0
<a href='https://hf.co/EMBEDDIA/litlat-bert'>EMBEDDIA/litlat-bert</a>,🔍,-@@100,150124809.0,84201.0,514.0,✓,✗,-@@-1,73.14 ± 1.19 / 73.14 ± 1.19@@73.14,9.96 ± 6.06 / 51.54 ± 3.30@@9.96,0.06 ± 0.08 / 0.06 ± 0.08@@0.06,-@@-1,-@@-1,-@@-1,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,-@@0,-@@0
