<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=12 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=13 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,3.98@@3.98,?,103424.0,131072.0,✓,✗,3.78 ± 1.27 / 21.70 ± 1.78@@3.78,20.10 ± 1.35 / 17.05 ± 1.13@@20.10,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,10.07 ± 1.69 / 3.16 ± 0.91@@10.07,0.11 ± 1.29 / 25.11 ± 0.87@@0.11,5.32 ± 7.48 / 52.88 ± 3.43@@5.32,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,4.01@@4.01,1791080448.0,120818.0,262144.0,✓,✗,5.65 ± 1.33 / 33.34 ± 1.08@@5.65,17.81 ± 1.00 / 15.96 ± 1.28@@17.81,1.15 ± 1.87 / 48.66 ± 1.09@@1.15,6.28 ± 0.47 / 0.02 ± 0.04@@6.28,0.08 ± 0.74 / 21.96 ± 0.50@@0.08,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.03@@4.03,268098176.0,262144.0,32768.0,✓,✗,9.96 ± 2.91 / 30.35 ± 2.86@@9.96,17.28 ± 1.58 / 16.27 ± 1.43@@17.28,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,4.83 ± 1.19 / 0.61 ± 0.20@@4.83,-0.59 ± 1.16 / 23.73 ± 1.42@@-0.59,-4.85 ± 4.42 / 52.65 ± 3.34@@-4.85,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.04@@4.04,742489344.0,65536.0,128000.0,✗,✗,5.07 ± 2.91 / 27.72 ± 1.91@@5.07,13.55 ± 1.69 / 11.46 ± 1.45@@13.55,1.88 ± 1.57 / 40.56 ± 4.09@@1.88,5.33 ± 0.55 / 0.18 ± 0.09@@5.33,1.32 ± 0.83 / 24.50 ± 0.97@@1.32,-0.93 ± 8.22 / 48.64 ± 3.57@@-0.93,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.04@@4.04,1170340608.0,65536.0,128000.0,✗,✗,7.26 ± 3.67 / 29.27 ± 3.14@@7.26,12.74 ± 1.52 / 12.76 ± 1.53@@12.74,0.83 ± 1.38 / 40.21 ± 4.39@@0.83,5.07 ± 0.63 / 0.04 ± 0.05@@5.07,1.45 ± 1.02 / 26.22 ± 1.08@@1.45,0.06 ± 7.32 / 46.44 ± 4.62@@0.06,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,4.05@@4.05,353424384.0,65536.0,2048.0,✓,✗,5.06 ± 1.96 / 21.18 ± 2.23@@5.06,19.59 ± 1.96 / 17.49 ± 1.37@@19.59,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,3.90 ± 1.31 / 0.75 ± 0.24@@3.90,0.45 ± 0.75 / 22.86 ± 0.61@@0.45,-6.13 ± 6.95 / 51.67 ± 4.28@@-6.13,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.08@@4.08,268098176.0,262144.0,32768.0,✓,✗,7.75 ± 2.81 / 29.34 ± 4.23@@7.75,14.00 ± 1.91 / 12.08 ± 1.94@@14.00,-0.01 ± 1.65 / 37.65 ± 3.60@@-0.01,4.20 ± 0.49 / 0.00 ± 0.00@@4.20,0.83 ± 0.91 / 23.48 ± 0.89@@0.83,0.95 ± 2.66 / 53.18 ± 3.89@@0.95,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,4.08@@4.08,1170340608.0,65536.0,128000.0,✗,✗,4.30 ± 2.37 / 23.88 ± 4.40@@4.30,20.18 ± 1.60 / 17.75 ± 1.42@@20.18,0.38 ± 1.26 / 33.63 ± 0.53@@0.38,2.48 ± 0.52 / 0.00 ± 0.00@@2.48,-0.29 ± 0.86 / 24.82 ± 0.69@@-0.29,-7.76 ± 6.27 / 46.97 ± 4.34@@-7.76,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.09@@4.09,361821120.0,49152.0,8192.0,✓,✗,4.47 ± 2.54 / 20.13 ± 3.93@@4.47,10.16 ± 1.33 / 9.60 ± 1.19@@10.16,1.50 ± 0.85 / 41.46 ± 3.72@@1.50,3.52 ± 1.55 / 0.51 ± 0.36@@3.52,0.68 ± 1.25 / 22.34 ± 0.62@@0.68,0.42 ± 2.50 / 54.47 ± 3.42@@0.42,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.11@@4.11,361821120.0,49152.0,8192.0,✓,✗,3.18 ± 3.36 / 25.24 ± 3.18@@3.18,11.19 ± 3.37 / 10.68 ± 3.04@@11.19,-0.57 ± 1.14 / 36.01 ± 2.86@@-0.57,3.32 ± 0.45 / 0.04 ± 0.05@@3.32,0.43 ± 1.10 / 24.38 ± 0.97@@0.43,-0.37 ± 5.63 / 51.52 ± 3.86@@-0.37,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.11@@4.11,134515008.0,49152.0,8192.0,✓,✗,1.81 ± 1.67 / 18.32 ± 1.97@@1.81,9.52 ± 1.70 / 8.89 ± 1.54@@9.52,1.30 ± 1.40 / 35.15 ± 2.50@@1.30,3.75 ± 0.94 / 0.14 ± 0.10@@3.75,2.38 ± 1.19 / 26.22 ± 1.09@@2.38,0.37 ± 5.28 / 48.79 ± 4.25@@0.37,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.12@@4.12,1235814400.0,128256.0,131072.0,✓,✗,0.78 ± 1.85 / 25.52 ± 1.59@@0.78,18.18 ± 1.49 / 13.35 ± 1.31@@18.18,-0.45 ± 1.94 / 42.84 ± 5.00@@-0.45,3.77 ± 0.79 / 0.00 ± 0.00@@3.77,0.07 ± 0.96 / 24.86 ± 0.76@@0.07,-0.38 ± 0.86 / 49.02 ± 4.38@@-0.38,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,4.12@@4.12,1170340608.0,65536.0,128000.0,✗,✗,3.59 ± 3.71 / 30.04 ± 4.46@@3.59,10.16 ± 3.47 / 9.43 ± 2.91@@10.16,1.71 ± 2.30 / 37.93 ± 3.54@@1.71,3.09 ± 0.63 / 0.00 ± 0.00@@3.09,0.24 ± 1.14 / 23.85 ± 1.28@@0.24,-0.50 ± 4.00 / 52.65 ± 3.51@@-0.50,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/facebook/MobileLLM-R1-140M-base'>facebook/MobileLLM-R1-140M-base</a>,🧠,4.18@@4.18,140248512.0,128256.0,4096.0,✗,✗,2.96 ± 2.48 / 24.50 ± 5.16@@2.96,6.10 ± 1.33 / 5.84 ± 0.99@@6.10,0.62 ± 0.94 / 40.04 ± 4.65@@0.62,2.48 ± 1.05 / 0.04 ± 0.05@@2.48,0.22 ± 0.60 / 25.30 ± 0.68@@0.22,-2.86 ± 4.15 / 47.42 ± 3.92@@-2.86,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.18@@4.18,134515008.0,49152.0,8192.0,✓,✗,0.45 ± 0.47 / 14.21 ± 0.44@@0.45,9.19 ± 1.38 / 9.55 ± 1.16@@9.19,0.71 ± 1.38 / 37.33 ± 2.58@@0.71,3.15 ± 0.49 / 0.00 ± 0.00@@3.15,-0.31 ± 0.89 / 24.68 ± 0.95@@-0.31,-3.15 ± 7.35 / 47.12 ± 5.43@@-3.15,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,4.19@@4.19,359431168.0,128256.0,4096.0,✗,✗,0.57 ± 0.78 / 16.76 ± 1.04@@0.57,8.43 ± 1.41 / 7.76 ± 1.25@@8.43,-0.47 ± 1.28 / 35.04 ± 2.44@@-0.47,3.73 ± 0.94 / 0.26 ± 0.34@@3.73,-0.54 ± 0.73 / 22.24 ± 0.42@@-0.54,-4.15 ± 6.28 / 52.95 ± 2.41@@-4.15,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,4.20@@4.20,1170340608.0,65536.0,128000.0,✗,✗,1.27 ± 1.58 / 33.46 ± 1.19@@1.27,1.21 ± 0.58 / 1.30 ± 0.55@@1.21,1.14 ± 1.57 / 37.22 ± 3.23@@1.14,0.56 ± 0.09 / 0.02 ± 0.04@@0.56,3.52 ± 1.08 / 27.87 ± 0.77@@3.52,5.87 ± 4.68 / 50.23 ± 3.08@@5.87,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.20@@4.20,354483968.0,65536.0,128000.0,✗,✗,4.60 ± 2.29 / 27.61 ± 3.25@@4.60,4.87 ± 1.12 / 4.22 ± 0.72@@4.87,-1.48 ± 1.71 / 39.44 ± 4.34@@-1.48,2.76 ± 0.45 / 0.00 ± 0.00@@2.76,0.65 ± 0.84 / 24.68 ± 0.78@@0.65,-7.46 ± 9.88 / 49.17 ± 5.58@@-7.46,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.21@@4.21,107908288.0,65536.0,262144.0,✓,✗,-1.78 ± 1.71 / 21.22 ± 3.75@@-1.78,8.42 ± 1.47 / 7.57 ± 1.27@@8.42,-0.04 ± 1.24 / 43.80 ± 3.34@@-0.04,2.32 ± 0.45 / 0.16 ± 0.10@@2.32,-0.24 ± 0.38 / 22.23 ± 0.54@@-0.24,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.23@@4.23,320956992.0,65536.0,4096.0,✓,✗,2.55 ± 1.51 / 21.76 ± 2.72@@2.55,0.78 ± 0.48 / 0.73 ± 0.39@@0.78,0.46 ± 1.60 / 36.26 ± 1.79@@0.46,0.71 ± 0.13 / 0.00 ± 0.00@@0.71,1.03 ± 0.81 / 25.96 ± 0.66@@1.03,1.48 ± 2.73 / 46.06 ± 3.35@@1.48,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/Shekswess/trlm-135m'>Shekswess/trlm-135m</a>,📝,4.23@@4.23,134516160.0,49154.0,8192.0,✓,✗,-3.32 ± 2.07 / 20.11 ± 0.44@@-3.32,7.71 ± 2.55 / 7.87 ± 2.16@@7.71,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,2.06 ± 0.67 / 0.00 ± 0.00@@2.06,0.20 ± 0.61 / 24.82 ± 0.70@@0.20,1.14 ± 2.23 / 44.92 ± 2.37@@1.14,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,4.23@@4.23,107908288.0,65536.0,262144.0,✓,✗,0.00 ± 0.00 / 13.86 ± 0.25@@0.00,6.83 ± 1.20 / 6.55 ± 1.01@@6.83,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,2.29 ± 0.77 / 0.16 ± 0.14@@2.29,-0.42 ± 0.97 / 24.64 ± 1.35@@-0.42,-2.28 ± 2.99 / 51.89 ± 4.00@@-2.28,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/facebook/MobileLLM-R1-360M'>facebook/MobileLLM-R1-360M</a>,📝,4.26@@4.26,359431168.0,128256.0,32768.0,✗,✗,1.86 ± 3.29 / 15.93 ± 4.02@@1.86,0.08 ± 0.10 / 0.07 ± 0.08@@0.08,-0.29 ± 1.56 / 39.26 ± 4.26@@-0.29,0.34 ± 0.24 / 0.00 ± 0.00@@0.34,0.43 ± 0.89 / 25.67 ± 1.18@@0.43,-0.25 ± 6.26 / 53.18 ± 3.93@@-0.25,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-950M'>facebook/MobileLLM-R1-950M</a>,📝,4.26@@4.26,949685760.0,128256.0,32768.0,✗,✗,0.94 ± 1.97 / 15.00 ± 2.20@@0.94,4.78 ± 1.12 / 4.70 ± 0.85@@4.78,0.02 ± 1.02 / 36.95 ± 4.15@@0.02,0.03 ± 0.01 / 0.00 ± 0.00@@0.03,0.33 ± 1.20 / 23.32 ± 1.23@@0.33,-0.82 ± 1.61 / 55.23 ± 2.50@@-0.82,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.27@@4.27,56656128.0,8192.0,2048.0,✓,✗,2.04 ± 2.72 / 20.53 ± 3.55@@2.04,0.06 ± 0.12 / 0.08 ± 0.16@@0.06,-1.14 ± 1.69 / 37.45 ± 2.46@@-1.14,1.08 ± 0.48 / 0.02 ± 0.04@@1.08,-0.51 ± 0.81 / 23.43 ± 0.79@@-0.51,-1.02 ± 8.35 / 47.35 ± 3.64@@-1.02,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/facebook/MobileLLM-R1-140M'>facebook/MobileLLM-R1-140M</a>,🤔,4.29@@4.29,140248512.0,128256.0,32768.0,✗,✗,0.00 ± 0.00 / 16.20 ± 0.23@@0.00,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,0.02 ± 0.04 / 0.02 ± 0.04@@0.02,0.15 ± 0.53 / 21.97 ± 0.51@@0.15,0.00 ± 0.00 / 55.53 ± 2.61@@0.00,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,-@@100,117654272.0,250037.0,512.0,✓,✗,44.10 ± 1.82 / 60.70 ± 2.37@@44.10,55.57 ± 2.15 / 54.27 ± 2.10@@55.57,0.24 ± 1.61 / 48.58 ± 0.99@@0.24,0.37 ± 0.53 / 0.06 ± 0.06@@0.37,-@@-1,-@@-1,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,-@@0
<a href='https://hf.co/AiLab-IMCS-UL/lvbert'>AiLab-IMCS-UL/lvbert</a>,🔍,-@@100,110620928.0,32004.0,512.0,✓,✗,37.14 ± 4.20 / 55.64 ± 3.91@@37.14,78.17 ± 2.41 / 73.27 ± 1.80@@78.17,19.85 ± 8.58 / 59.29 ± 4.45@@19.85,4.02 ± 0.75 / 1.84 ± 0.33@@4.02,-@@-1,-@@-1,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,-@@0
<a href='https://hf.co/EMBEDDIA/litlat-bert'>EMBEDDIA/litlat-bert</a>,🔍,-@@100,150710018.0,84201.0,514.0,✓,✗,43.69 ± 2.00 / 60.86 ± 2.03@@43.69,52.27 ± 11.73 / 53.13 ± 9.56@@52.27,10.32 ± 4.88 / 50.55 ± 2.53@@10.32,0.50 ± 0.63 / 0.26 ± 0.33@@0.50,-@@-1,-@@-1,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,-@@0
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,-@@100,310266624.0,128256.0,8192.0,✓,✗,17.20 ± 4.82 / 38.38 ± 5.83@@17.20,38.77 ± 3.12 / 37.38 ± 2.60@@38.77,0.76 ± 1.75 / 45.73 ± 1.98@@0.76,17.47 ± 1.08 / 10.64 ± 0.97@@17.47,-@@-1,-@@-1,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,-@@0,-@@0
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,-@@100,755625600.0,128256.0,8192.0,✓,✗,18.93 ± 5.42 / 37.64 ± 5.42@@18.93,38.14 ± 3.17 / 36.82 ± 2.76@@38.14,1.33 ± 1.03 / 41.54 ± 4.84@@1.33,18.36 ± 1.35 / 10.39 ± 1.21@@18.36,-@@-1,-@@-1,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,-@@0,-@@0
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,-@@100,93990500.0,65636.0,512.0,✓,✗,15.32 ± 2.52 / 36.84 ± 3.34@@15.32,35.88 ± 2.30 / 35.20 ± 2.20@@35.88,3.15 ± 1.58 / 50.76 ± 1.04@@3.15,4.36 ± 2.40 / 2.43 ± 1.35@@4.36,-@@-1,-@@-1,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,-@@0,-@@0
<a href='https://hf.co/FacebookAI/xlm-roberta-large'>FacebookAI/xlm-roberta-large</a>,🔍,-@@100,561192082.0,250002.0,512.0,✓,✗,33.01 ± 11.49 / 50.31 ± 11.28@@33.01,79.69 ± 1.45 / 74.23 ± 1.14@@79.69,21.94 ± 11.99 / 56.73 ± 8.89@@21.94,32.80 ± 1.75 / 24.16 ± 1.55@@32.80,-@@-1,-@@-1,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0,-@@0
<a href='https://hf.co/Geotrend/distilbert-base-25lang-cased'>Geotrend/distilbert-base-25lang-cased</a>,🔍,-@@100,108867577.0,84985.0,512.0,✓,✗,11.11 ± 2.39 / 33.99 ± 1.41@@11.11,60.86 ± 1.65 / 56.69 ± 1.71@@60.86,2.39 ± 1.26 / 45.04 ± 5.09@@2.39,0.09 ± 0.10 / 0.08 ± 0.08@@0.09,-@@-1,-@@-1,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,-@@0,-@@0
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,-@@100,3075098624.0,128256.0,65536.0,✓,✗,27.02 ± 1.47 / 51.44 ± 1.03@@27.02,33.50 ± 1.20 / 25.07 ± 2.34@@33.50,3.27 ± 1.03 / 51.36 ± 0.46@@3.27,20.70 ± 1.14 / 0.73 ± 0.20@@20.70,-@@-1,-@@-1,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,-@@0,-@@0
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,-@@100,470927360.0,501153.0,512.0,✓,✗,41.90 ± 2.16 / 57.69 ± 2.55@@41.90,80.08 ± 1.11 / 75.69 ± 0.96@@80.08,20.23 ± 9.38 / 59.64 ± 4.70@@20.23,29.49 ± 1.43 / 21.99 ± 1.44@@29.49,-@@-1,-@@-1,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0,-@@0
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,-@@100,149655232.0,50368.0,8192.0,✓,✗,15.18 ± 4.43 / 38.32 ± 5.11@@15.18,37.48 ± 1.98 / 34.58 ± 2.58@@37.48,0.59 ± 1.59 / 46.10 ± 2.22@@0.59,11.87 ± 0.74 / 5.43 ± 0.55@@11.87,-@@-1,-@@-1,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,-@@0
fresh-electra-small,🔍,-@@100,13738755.0,32000.0,128.0,✓,✗,6.27 ± 4.16 / 26.59 ± 4.45@@6.27,6.22 ± 0.59 / 5.83 ± 0.69@@6.22,-0.23 ± 0.45 / 33.35 ± 0.27@@-0.23,0.04 ± 0.05 / 0.04 ± 0.05@@0.04,-@@-1,-@@-1,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,-@@0
fresh-xlm-roberta-base,🔍,-@@100,278885778.0,250002.0,512.0,✓,✗,5.74 ± 3.43 / 25.40 ± 3.68@@5.74,3.32 ± 2.43 / 3.18 ± 2.36@@3.32,-0.14 ± 1.03 / 36.58 ± 4.07@@-0.14,0.04 ± 0.05 / 0.04 ± 0.05@@0.04,-@@-1,-@@-1,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,-@@0
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,-@@100,575922690.0,250300.0,512.0,✓,✗,10.89 ± 3.36 / 31.85 ± 3.83@@10.89,68.29 ± 1.13 / 63.66 ± 1.24@@68.29,12.04 ± 7.52 / 52.89 ± 4.94@@12.04,36.38 ± 1.20 / 28.26 ± 1.31@@36.38,-@@-1,-@@-1,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0,-@@0
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,-@@100,278044162.0,250002.0,512.0,✓,✗,39.34 ± 2.09 / 55.74 ± 3.28@@39.34,71.63 ± 6.38 / 68.13 ± 6.18@@71.63,2.80 ± 2.85 / 49.42 ± 2.33@@2.80,13.55 ± 3.05 / 8.48 ± 2.13@@13.55,-@@-1,-@@-1,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0,-@@0
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,-@@100,559890946.0,250002.0,512.0,✓,✗,46.98 ± 3.70 / 63.05 ± 3.66@@46.98,66.48 ± 3.94 / 63.28 ± 3.27@@66.48,3.45 ± 2.07 / 50.16 ± 1.92@@3.45,32.38 ± 1.55 / 22.97 ± 1.79@@32.38,-@@-1,-@@-1,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0,-@@0
