<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite-preview-06-17'>gemini/gemini-2.5-flash-lite-preview-06-17#thinking (zero-shot, val)</a>",🤔,1.82@@1.82,?,256128.0,1048576.0,✓,✗,88.50 ± 1.21 / 94.03 ± 0.64@@88.50,61.76 ± 2.58 / 38.94 ± 2.74@@61.76,40.35 ± 2.11 / 69.97 ± 1.09@@40.35,61.31 ± 1.24 / 40.71 ± 1.63@@61.31,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,1.82@@1.82,12187325040.0,262144.0,8192.0,✓,✗,92.87 ± 0.78 / 96.40 ± 0.41@@92.87,55.73 ± 1.61 / 33.42 ± 3.23@@55.73,35.23 ± 4.03 / 64.84 ± 3.44@@35.23,74.35 ± 1.33 / 59.63 ± 1.44@@74.35,16.5.0.dev0@@160500,15.9.2.dev0@@150902,16.5.0.dev0@@160500,15.9.2.dev0@@150902
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Instruct'>Qwen/Qwen3-Next-80B-A3B-Instruct</a>,📝,1.83@@1.83,81324862720.0,151936.0,262144.0,✓,✗,91.72 ± 0.87 / 95.80 ± 0.45@@91.72,62.53 ± 1.22 / 34.77 ± 1.79@@62.53,36.19 ± 1.81 / 67.72 ± 1.01@@36.19,64.81 ± 1.21 / 45.92 ± 1.36@@64.81,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/NovaSky-AI/Sky-T1-32B-Preview'>NovaSky-AI/Sky-T1-32B-Preview</a>,📝,1.83@@1.83,32763876352.0,152064.0,32768.0,✓,✗,89.45 ± 0.69 / 94.59 ± 0.37@@89.45,61.48 ± 1.94 / 37.17 ± 3.19@@61.48,36.72 ± 1.25 / 67.32 ± 0.89@@36.72,69.16 ± 0.91 / 44.94 ± 2.35@@69.16,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
"<a href='https://platform.openai.com/docs/models/gpt-4o'>gpt-4o-2024-05-13 (zero-shot, val)</a>",📝,1.83@@1.83,?,200019.0,128000.0,✓,✗,87.86 ± 1.33 / 93.68 ± 0.69@@87.86,60.36 ± 2.31 / 31.65 ± 2.40@@60.36,39.39 ± 3.35 / 66.85 ± 1.23@@39.39,61.52 ± 0.79 / 41.81 ± 1.01@@61.52,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B</a>,🤔,1.84@@1.84,32762123264.0,151936.0,40960.0,✓,✗,90.66 ± 0.75 / 95.26 ± 0.39@@90.66,59.89 ± 1.74 / 44.68 ± 1.42@@59.89,38.30 ± 1.73 / 68.93 ± 0.89@@38.30,65.96 ± 0.73 / 52.55 ± 1.07@@65.96,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/meta-llama/Llama-3.1-405B-Instruct-FP8'>meta-llama/Llama-3.1-405B-Instruct-FP8</a>,📝,1.85@@1.85,405868625920.0,128256.0,131072.0,✓,✗,92.59 ± 0.61 / 96.26 ± 0.32@@92.59,66.26 ± 1.99 / 59.79 ± 2.27@@66.26,31.55 ± 4.14 / 58.27 ± 3.63@@31.55,64.34 ± 0.93 / 45.34 ± 2.67@@64.34,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#no-thinking (zero-shot, val)</a>",📝,1.85@@1.85,?,256128.0,1048576.0,✓,✗,89.22 ± 1.16 / 94.43 ± 0.60@@89.22,60.42 ± 2.08 / 37.10 ± 2.13@@60.42,37.10 ± 3.44 / 67.27 ± 1.66@@37.10,63.52 ± 1.06 / 50.07 ± 1.38@@63.52,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100,15.11.0@@151100
<a href='https://hf.co/meta-llama/Llama-2-70b-hf'>meta-llama/Llama-2-70b-hf</a>,🧠,1.87@@1.87,68976653312.0,32000.0,4096.0,✓,✗,93.51 ± 0.47 / 96.74 ± 0.24@@93.51,57.04 ± 2.09 / 43.05 ± 3.42@@57.04,28.34 ± 3.12 / 62.46 ± 1.94@@28.34,76.05 ± 0.99 / 58.75 ± 1.69@@76.05,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,1.87@@1.87,70553706496.0,128256.0,131072.0,✓,✗,92.37 ± 0.65 / 96.15 ± 0.34@@92.37,69.08 ± 1.52 / 46.31 ± 2.82@@69.08,35.90 ± 2.62 / 64.12 ± 2.65@@35.90,53.60 ± 1.94 / 28.80 ± 2.26@@53.60,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#thinking (zero-shot, val)</a>",🤔,1.87@@1.87,?,?,200000.0,✓,✗,91.13 ± 1.00 / 95.45 ± 0.51@@91.13,72.92 ± 2.61 / 63.08 ± 2.30@@72.92,25.46 ± 4.93 / 61.36 ± 2.48@@25.46,62.88 ± 1.12 / 44.21 ± 1.33@@62.88,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/gpt-5-mini'>gpt-5-mini-2025-08-07 (zero-shot, val)</a>",🤔,1.87@@1.87,?,100256.0,272000.0,✓,✗,88.69 ± 1.14 / 94.20 ± 0.60@@88.69,62.46 ± 2.52 / 37.59 ± 2.54@@62.46,34.95 ± 2.61 / 65.75 ± 1.63@@34.95,62.99 ± 0.66 / 46.61 ± 1.44@@62.99,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,1.88@@1.88,32762123264.0,151936.0,40960.0,✓,✗,92.18 ± 0.59 / 96.05 ± 0.30@@92.18,52.70 ± 1.98 / 36.11 ± 2.02@@52.70,39.12 ± 1.30 / 69.29 ± 0.70@@39.12,69.09 ± 1.13 / 48.85 ± 1.15@@69.09,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-sonnet-20241022 (zero-shot, val)</a>",📝,1.89@@1.89,?,?,200000.0,✓,✗,91.65 ± 0.98 / 95.73 ± 0.50@@91.65,52.56 ± 1.94 / 33.50 ± 1.89@@52.56,44.19 ± 2.53 / 70.21 ± 1.41@@44.19,58.32 ± 0.56 / 35.96 ± 0.82@@58.32,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#thinking (zero-shot, val)</a>",🤔,1.89@@1.89,?,?,200000.0,✓,✗,91.65 ± 0.98 / 95.73 ± 0.50@@91.65,61.63 ± 1.84 / 50.36 ± 2.40@@61.63,37.22 ± 4.09 / 68.33 ± 2.07@@37.22,59.16 ± 0.79 / 42.29 ± 1.07@@59.16,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro-preview-03-25'>gemini/gemini-2.5-pro-preview-03-25 (zero-shot, val)</a>",🤔,1.90@@1.90,?,256128.0,1048576.0,✓,✗,88.86 ± 1.20 / 94.23 ± 0.63@@88.86,55.45 ± 2.21 / 33.48 ± 1.93@@55.45,41.36 ± 3.42 / 66.94 ± 1.81@@41.36,62.28 ± 0.65 / 38.84 ± 1.36@@62.28,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B</a>,🤔,1.90@@1.90,14768307200.0,151936.0,40960.0,✓,✗,90.78 ± 0.89 / 95.33 ± 0.47@@90.78,58.05 ± 2.74 / 40.09 ± 2.13@@58.05,32.77 ± 2.48 / 65.26 ± 1.36@@32.77,67.97 ± 0.73 / 52.07 ± 1.45@@67.97,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702
"<a href='https://docs.x.ai/docs/models'>xai/grok-4-1-fast-reasoning (zero-shot, val)</a>",🤔,1.91@@1.91,?,?,131072.0,✓,✗,88.86 ± 0.61 / 94.23 ± 0.32@@88.86,56.13 ± 1.03 / 43.43 ± 1.15@@56.13,37.71 ± 1.64 / 68.49 ± 0.86@@37.71,63.84 ± 0.37 / 47.80 ± 0.61@@63.84,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,1.91@@1.91,14768307200.0,151936.0,40960.0,✓,✗,91.11 ± 0.77 / 95.49 ± 0.40@@91.11,57.58 ± 1.62 / 35.47 ± 2.25@@57.58,32.05 ± 1.37 / 65.67 ± 0.76@@32.05,71.40 ± 0.88 / 53.13 ± 1.83@@71.40,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B#no-thinking</a>,📝,1.91@@1.91,30532122624.0,151936.0,40960.0,✓,✗,91.15 ± 0.72 / 95.52 ± 0.38@@91.15,61.99 ± 1.25 / 37.40 ± 2.25@@61.99,31.44 ± 2.78 / 64.46 ± 1.87@@31.44,66.29 ± 1.19 / 49.19 ± 1.55@@66.29,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,1.92@@1.92,?,?,1047576.0,✓,✗,89.57 ± 1.04 / 94.59 ± 0.55@@89.57,49.13 ± 1.80 / 25.30 ± 1.25@@49.13,45.18 ± 2.89 / 72.47 ± 1.47@@45.18,62.75 ± 0.84 / 44.02 ± 1.22@@62.75,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,1.92@@1.92,?,128000.0,4096.0,✓,✗,92.37 ± 0.57 / 96.16 ± 0.29@@92.37,48.47 ± 1.01 / 31.59 ± 2.94@@48.47,32.50 ± 2.55 / 63.72 ± 1.76@@32.50,75.96 ± 1.45 / 59.77 ± 1.72@@75.96,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/mistralai/Mistral-Small-24B-Instruct-2501'>mistralai/Mistral-Small-24B-Instruct-2501</a>,📝,1.93@@1.93,23572403200.0,131072.0,32768.0,✓,✗,90.98 ± 0.98 / 95.41 ± 0.52@@90.98,57.34 ± 1.84 / 30.12 ± 1.57@@57.34,33.88 ± 1.30 / 66.73 ± 0.60@@33.88,66.66 ± 0.87 / 50.96 ± 0.93@@66.66,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/meta-llama/Meta-Llama-3-70B-Instruct'>meta-llama/Meta-Llama-3-70B-Instruct</a>,📝,1.94@@1.94,70553706496.0,128256.0,8192.0,✓,✗,92.39 ± 0.62 / 96.17 ± 0.32@@92.39,63.19 ± 1.90 / 39.45 ± 1.78@@63.19,29.85 ± 2.26 / 62.76 ± 2.13@@29.85,63.67 ± 1.31 / 42.68 ± 1.96@@63.67,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/LumiOpen/Llama-Poro-2-8B-base'>LumiOpen/Llama-Poro-2-8B-base</a>,🧠,1.95@@1.95,?,128256.0,8192.0,✓,✗,93.74 ± 0.48 / 96.86 ± 0.24@@93.74,53.35 ± 1.98 / 32.05 ± 2.53@@53.35,28.43 ± 4.86 / 60.93 ± 5.80@@28.43,74.17 ± 1.26 / 56.81 ± 2.50@@74.17,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,1.95@@1.95,14765947904.0,151665.0,131072.0,✓,✗,91.64 ± 0.52 / 95.80 ± 0.26@@91.64,64.06 ± 1.41 / 40.50 ± 2.34@@64.06,26.42 ± 1.95 / 62.48 ± 1.22@@26.42,66.33 ± 1.19 / 50.58 ± 1.37@@66.33,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://hf.co/allenai/OLMo-2-0325-32B'>allenai/OLMo-2-0325-32B</a>,🧠,1.97@@1.97,32234279936.0,100352.0,4096.0,✓,✗,92.42 ± 0.60 / 96.19 ± 0.31@@92.42,58.46 ± 2.23 / 29.27 ± 2.13@@58.46,25.12 ± 1.41 / 60.89 ± 1.09@@25.12,73.13 ± 0.55 / 50.61 ± 1.47@@73.13,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/Qwen/Qwen3.5-9B-Base'>Qwen/Qwen3.5-9B-Base (val)</a>,🤔,1.97@@1.97,9653100528.0,248044.0,8192.0,✓,✗,89.68 ± 0.83 / 94.71 ± 0.42@@89.68,51.48 ± 1.69 / 42.40 ± 1.23@@51.48,33.87 ± 1.85 / 66.08 ± 0.95@@33.87,68.21 ± 0.71 / 56.87 ± 0.99@@68.21,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,1.97@@1.97,12187325040.0,262144.0,8192.0,✓,✗,91.54 ± 0.71 / 95.70 ± 0.38@@91.54,60.27 ± 1.09 / 33.56 ± 1.25@@60.27,31.21 ± 2.06 / 61.91 ± 2.37@@31.21,63.18 ± 1.23 / 44.41 ± 1.72@@63.18,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/google/gemma-2-27b'>google/gemma-2-27b</a>,🧠,1.97@@1.97,27227128320.0,256000.0,8192.0,✓,✗,93.12 ± 0.56 / 96.53 ± 0.29@@93.12,42.28 ± 2.18 / 32.97 ± 2.03@@42.28,32.59 ± 3.14 / 63.05 ± 3.17@@32.59,77.11 ± 1.10 / 61.05 ± 1.53@@77.11,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
"<a href='https://docs.x.ai/docs/models'>xai/grok-2-1212 (zero-shot, val)</a>",📝,1.97@@1.97,?,?,131072.0,✓,✗,91.28 ± 0.97 / 95.53 ± 0.50@@91.28,53.52 ± 1.75 / 28.46 ± 1.40@@53.52,38.34 ± 3.60 / 66.76 ± 2.13@@38.34,61.86 ± 0.75 / 36.01 ± 1.22@@61.86,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/nvidia/Llama-3.1-Nemotron-70B-Instruct-HF'>nvidia/Llama-3.1-Nemotron-70B-Instruct-HF</a>,📝,1.97@@1.97,70553706496.0,128256.0,131072.0,✓,✗,92.66 ± 0.61 / 96.30 ± 0.31@@92.66,59.85 ± 1.51 / 29.42 ± 1.08@@59.85,35.89 ± 1.38 / 66.35 ± 1.19@@35.89,56.23 ± 1.08 / 32.94 ± 1.37@@56.23,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,1.98@@1.98,?,?,1047576.0,✓,✗,88.72 ± 1.44 / 94.16 ± 0.75@@88.72,53.11 ± 2.00 / 28.88 ± 1.64@@53.11,41.78 ± 2.68 / 68.49 ± 1.58@@41.78,58.07 ± 0.67 / 35.58 ± 0.91@@58.07,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,1.99@@1.99,8190735360.0,151936.0,40960.0,✓,✗,89.80 ± 0.83 / 94.81 ± 0.45@@89.80,56.61 ± 1.46 / 35.31 ± 2.18@@56.61,29.34 ± 1.41 / 64.45 ± 0.75@@29.34,68.81 ± 1.07 / 53.86 ± 1.00@@68.81,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
"<a href='https://platform.openai.com/docs/models/gpt-5.4-mini'>openai/gpt-5.4-mini-2026-03-17#none (zero-shot, val)</a>",🤔,1.99@@1.99,?,?,400000.0,✓,✗,88.98 ± 0.62 / 94.35 ± 0.32@@88.98,52.18 ± 0.98 / 25.24 ± 0.55@@52.18,39.03 ± 1.95 / 68.66 ± 0.97@@39.03,62.29 ± 0.37 / 43.35 ± 0.50@@62.29,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.00@@2.00,30532122624.0,151936.0,262144.0,✓,✗,92.41 ± 0.55 / 96.18 ± 0.28@@92.41,52.22 ± 2.29 / 30.09 ± 1.94@@52.22,34.29 ± 1.04 / 67.04 ± 0.51@@34.29,64.47 ± 0.87 / 46.43 ± 1.28@@64.47,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/ThatsGroes/gemma-2-27b-it-FP8-Dynamic'>ThatsGroes/gemma-2-27b-it-FP8-Dynamic</a>,📝,2.00@@2.00,28410968576.0,256000.0,8192.0,✓,✗,92.05 ± 0.82 / 95.96 ± 0.43@@92.05,50.35 ± 1.08 / 26.48 ± 1.45@@50.35,35.07 ± 2.28 / 65.78 ± 1.65@@35.07,64.41 ± 0.96 / 45.90 ± 1.76@@64.41,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
"xai/grok-3-beta (zero-shot, val)</a>",📝,2.00@@2.00,?,?,131072.0,✓,✗,87.86 ± 1.33 / 93.68 ± 0.69@@87.86,57.07 ± 1.29 / 25.73 ± 1.72@@57.07,38.12 ± 3.37 / 68.61 ± 1.67@@38.12,57.34 ± 0.74 / 28.93 ± 1.16@@57.34,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.01@@2.01,11168796672.0,32128.0,32768.0,✓,✗,92.99 ± 0.74 / 96.48 ± 0.38@@92.99,57.59 ± 1.85 / 37.30 ± 3.62@@57.59,20.02 ± 3.01 / 48.50 ± 3.66@@20.02,75.09 ± 1.36 / 59.02 ± 1.53@@75.09,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,2.02@@2.02,?,?,200000.0,✓,✗,89.58 ± 1.08 / 94.67 ± 0.56@@89.58,47.26 ± 2.79 / 36.42 ± 2.07@@47.26,38.25 ± 2.18 / 66.53 ± 1.22@@38.25,63.73 ± 0.57 / 47.84 ± 0.91@@63.73,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702,15.7.2.dev0@@150702
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.03@@2.03,10731524096.0,32000.0,4096.0,✓,✗,91.41 ± 0.67 / 95.66 ± 0.35@@91.41,60.16 ± 1.85 / 41.47 ± 3.37@@60.16,18.67 ± 1.99 / 54.20 ± 3.14@@18.67,75.92 ± 0.74 / 59.75 ± 1.73@@75.92,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/google/gemma-2-27b-it'>google/gemma-2-27b-it</a>,📝,2.03@@2.03,27227128320.0,256000.0,8192.0,✓,✗,91.99 ± 0.83 / 95.94 ± 0.43@@91.99,50.63 ± 1.43 / 26.11 ± 1.50@@50.63,34.52 ± 2.40 / 65.56 ± 1.58@@34.52,64.60 ± 1.01 / 45.91 ± 1.81@@64.60,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/RekaAI/reka-flash-3'>RekaAI/reka-flash-3</a>,🤔,2.04@@2.04,20905482240.0,100352.0,32768.0,✓,✗,90.14 ± 0.68 / 94.99 ± 0.36@@90.14,59.16 ± 1.85 / 30.89 ± 1.41@@59.16,27.15 ± 1.86 / 63.41 ± 0.91@@27.15,64.30 ± 1.02 / 50.54 ± 1.21@@64.30,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
"<a href='https://platform.openai.com/docs/models/gpt-5.4-nano'>openai/gpt-5.4-nano-2026-03-17#medium (zero-shot, val)</a>",🤔,2.04@@2.04,?,?,400000.0,✓,✗,89.23 ± 0.71 / 94.43 ± 0.37@@89.23,47.89 ± 0.70 / 26.02 ± 0.69@@47.89,42.18 ± 1.71 / 70.58 ± 0.82@@42.18,57.91 ± 0.37 / 34.29 ± 0.79@@57.91,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,2.05@@2.05,31577937344.0,131072.0,262144.0,✓,✗,91.84 ± 0.86 / 95.88 ± 0.45@@91.84,58.56 ± 2.02 / 31.28 ± 2.27@@58.56,21.20 ± 5.49 / 52.39 ± 5.96@@21.20,70.95 ± 0.65 / 56.07 ± 0.97@@70.95,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,2.05@@2.05,?,?,200000.0,✓,✗,92.17 ± 0.88 / 96.00 ± 0.45@@92.17,64.29 ± 1.89 / 54.45 ± 2.10@@64.29,16.39 ± 3.60 / 48.22 ± 1.85@@16.39,66.69 ± 0.67 / 46.86 ± 0.93@@66.69,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Mixtral-8x7B-v0.1'>mistralai/Mixtral-8x7B-v0.1</a>,🧠,2.05@@2.05,46702792704.0,32000.0,32768.0,✓,✗,91.73 ± 0.71 / 95.80 ± 0.38@@91.73,58.40 ± 2.12 / 31.68 ± 3.93@@58.40,20.68 ± 2.33 / 57.75 ± 2.43@@20.68,72.27 ± 1.53 / 56.91 ± 1.67@@72.27,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/Qwen/QwQ-32B'>Qwen/QwQ-32B</a>,🤔,2.05@@2.05,32763876352.0,152064.0,40960.0,✓,✗,90.21 ± 0.86 / 95.04 ± 0.45@@90.21,54.45 ± 4.36 / 35.70 ± 2.91@@54.45,29.28 ± 1.35 / 59.09 ± 1.63@@29.28,65.54 ± 0.52 / 52.26 ± 0.94@@65.54,15.7.2@@150702,15.7.2@@150702,15.7.2@@150702,15.7.2@@150702
<a href='https://hf.co/TurkuNLP/finnish-modernbert-large'>TurkuNLP/finnish-modernbert-large</a>,🔍,2.06@@2.06,401260864.0,55616.0,16000.0,✓,✗,87.61 ± 0.96 / 93.77 ± 0.49@@87.61,67.62 ± 1.82 / 66.14 ± 1.90@@67.62,37.37 ± 7.16 / 67.93 ± 3.84@@37.37,40.59 ± 1.49 / 20.90 ± 1.15@@40.59,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.06@@2.06,10152345600.0,201088.0,131072.0,✓,✗,90.63 ± 0.65 / 95.27 ± 0.34@@90.63,57.40 ± 2.15 / 38.68 ± 1.72@@57.40,29.89 ± 1.29 / 61.86 ± 0.77@@29.89,62.50 ± 0.44 / 45.99 ± 0.83@@62.50,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,2.07@@2.07,4251743232.0,131072.0,8192.0,✓,✗,91.25 ± 0.62 / 95.61 ± 0.31@@91.25,48.22 ± 2.00 / 34.62 ± 3.15@@48.22,25.28 ± 2.51 / 57.26 ± 3.97@@25.28,73.91 ± 1.16 / 59.15 ± 1.06@@73.91,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B</a>,🤔,2.07@@2.07,8190735360.0,151936.0,40960.0,✓,✗,89.51 ± 0.91 / 94.67 ± 0.47@@89.51,57.97 ± 2.04 / 37.37 ± 1.26@@57.97,25.94 ± 1.56 / 62.59 ± 0.79@@25.94,65.03 ± 0.82 / 50.70 ± 1.16@@65.03,15.7.2@@150702,15.7.2@@150702,15.7.2@@150702,15.7.2@@150702
